chip_peak_id	chip_peak_start	chip_peak_stop	nearby_ensembl_gene_id	nearby_gene_name	nearby_gene_tss
CRX.1818	33186125	33186289	ENSMUSG00000108841.2	Frmpd2	33193765
CRX.1819	33193395	33193559	ENSMUSG00000021936.15	Mapk8	33169102
CRX.1819	33193395	33193559	ENSMUSG00000108841.2	Frmpd2	33193765
CRX.1822	33672175	33672339	ENSMUSG00000021943.8	Gdf10	33645544
CRX.1822	33672175	33672339	ENSMUSG00000072625.2	Gdf2	33662996
CRX.1822	33672175	33672339	ENSMUSG00000041534.10	Rbp3	33675960
CRX.1822	33672175	33672339	ENSMUSG00000044519.9	Zfp488	33700721
CRX.1822	33672175	33672339	ENSMUSG00000115726.2	Gm30083	33737139
CRX.1822	33672175	33672339	ENSMUSG00000072624.4	Gm5460	33738715
CRX.1823	33674368	33674532	ENSMUSG00000021943.8	Gdf10	33645544
CRX.1823	33674368	33674532	ENSMUSG00000072625.2	Gdf2	33662996
CRX.1823	33674368	33674532	ENSMUSG00000041534.10	Rbp3	33675960
CRX.1823	33674368	33674532	ENSMUSG00000044519.9	Zfp488	33700721
CRX.1823	33674368	33674532	ENSMUSG00000115726.2	Gm30083	33737139
CRX.1823	33674368	33674532	ENSMUSG00000072624.4	Gm5460	33738715
CRX.1826	33756226	33756390	ENSMUSG00000072625.2	Gdf2	33662996
CRX.1826	33756226	33756390	ENSMUSG00000041534.10	Rbp3	33675960
CRX.1826	33756226	33756390	ENSMUSG00000044519.9	Zfp488	33700721
CRX.1826	33756226	33756390	ENSMUSG00000115726.2	Gm30083	33737139
CRX.1826	33756226	33756390	ENSMUSG00000072624.4	Gm5460	33738715
CRX.1826	33756226	33756390	ENSMUSG00000047441.5	Antxrl	33775427
CRX.1826	33756226	33756390	ENSMUSG00000021950.16	Anxa8	33807938
CRX.1826	33756226	33756390	ENSMUSG00000095493.3	A630023A22Rik	33824650
CRX.1829	34270343	34270507	ENSMUSG00000021796.16	Bmpr1a	34224644
CRX.1829	34270343	34270507	ENSMUSG00000021797.3	9230112D13Rik	34244758
CRX.1829	34270343	34270507	ENSMUSG00000021798.15	Ldb3	34310621
CRX.1829	34270343	34270507	ENSMUSG00000021799.10	Opn4	34322099
CRX.1831	34340949	34341113	ENSMUSG00000021797.3	9230112D13Rik	34244758
CRX.1831	34340949	34341113	ENSMUSG00000021798.15	Ldb3	34310621
CRX.1831	34340949	34341113	ENSMUSG00000021799.10	Opn4	34322099
CRX.1831	34340949	34341113	ENSMUSG00000041408.19	Wapl	34395885
CRX.1835	34384235	34384399	ENSMUSG00000021798.15	Ldb3	34310621
CRX.1835	34384235	34384399	ENSMUSG00000021799.10	Opn4	34322099
CRX.1835	34384235	34384399	ENSMUSG00000041408.19	Wapl	34395885
CRX.1836	34386175	34386339	ENSMUSG00000021798.15	Ldb3	34310621
CRX.1836	34386175	34386339	ENSMUSG00000021799.10	Opn4	34322099
CRX.1836	34386175	34386339	ENSMUSG00000041408.19	Wapl	34395885
CRX.1839	36788747	36788911	ENSMUSG00000058690.15	Ccser2	36690644
CRX.1839	36788747	36788911	ENSMUSG00000021804.7	Rgr	36770921
CRX.1839	36788747	36788911	ENSMUSG00000041044.10	Lrit1	36776787
CRX.1839	36788747	36788911	ENSMUSG00000043418.5	Lrit2	36790005
CRX.1839	36788747	36788911	ENSMUSG00000021803.11	Cdhr1	36820304
CRX.1839	36788747	36788911	ENSMUSG00000096001.3	2610528A11Rik	36832058
CRX.1839	36788747	36788911	ENSMUSG00000041028.17	Ghitm	36857209
CRX.1841	36820207	36820371	ENSMUSG00000021804.7	Rgr	36770921
CRX.1841	36820207	36820371	ENSMUSG00000041044.10	Lrit1	36776787
CRX.1841	36820207	36820371	ENSMUSG00000043418.5	Lrit2	36790005
CRX.1841	36820207	36820371	ENSMUSG00000021803.11	Cdhr1	36820304
CRX.1841	36820207	36820371	ENSMUSG00000096001.3	2610528A11Rik	36832058
CRX.1841	36820207	36820371	ENSMUSG00000041028.17	Ghitm	36857209
CRX.1857	48978805	48978969	ENSMUSG00000021848.17	Otx2	48904970
CRX.1858	48979752	48979916	ENSMUSG00000021848.17	Otx2	48904970
CRX.1864	52122190	52122354	ENSMUSG00000050961.5	AY358078	52037503
CRX.1864	52122190	52122354	ENSMUSG00000062148.7	Ear6	52091156
CRX.1864	52122190	52122354	ENSMUSG00000004561.15	Mettl17	52122403
CRX.1864	52122190	52122354	ENSMUSG00000072572.10	Slc39a2	52131067
CRX.1864	52122190	52122354	ENSMUSG00000004558.16	Ndrg2	52150887
CRX.1864	52122190	52122354	ENSMUSG00000008813.14	Tppp2	52155882
CRX.1864	52122190	52122354	ENSMUSG00000068392.4	Rnase13	52160230
CRX.1868	52345601	52345765	ENSMUSG00000072571.4	Tmem253	52254322
CRX.1868	52345601	52345765	ENSMUSG00000049295.18	Zfp219	52257145
CRX.1868	52345601	52345765	ENSMUSG00000044286.7	Or5au1	52277312
CRX.1868	52345601	52345765	ENSMUSG00000060373.16	Hnrnpc	52341485
CRX.1868	52345601	52345765	ENSMUSG00000057132.17	Rpgrip1	52348161
CRX.1868	52345601	52345765	ENSMUSG00000035726.9	Supt16	52434873
CRX.1874	54491517	54491681	ENSMUSG00000022174.9	Dad1	54491371
CRX.1874	54491517	54491681	ENSMUSG00000040997.15	Abhd4	54496689
CRX.1874	54491517	54491681	ENSMUSG00000048153.7	Or6e1	54522396
CRX.1884	55470784	55470948	ENSMUSG00000022209.13	Dhrs2	55459464
CRX.1890	57141518	57141682	ENSMUSG00000040123.18	Zmym5	57048921
CRX.1890	57141518	57141682	ENSMUSG00000021945.10	Zmym2	57125276
CRX.1894	58095439	58095603	ENSMUSG00000021963.18	Sap18	58035637
CRX.1894	58095439	58095603	ENSMUSG00000021965.4	Ska3	58063620
CRX.1894	58095439	58095603	ENSMUSG00000021967.5	Mrpl57	58063691
CRX.1894	58095439	58095603	ENSMUSG00000021969.9	Zdhhc20	58127679
CRX.1907	60606449	60606613	ENSMUSG00000021986.10	Amer2	60615141
CRX.1914	61568145	61568309	ENSMUSG00000035296.15	Sgcg	61495939
CRX.1914	61568145	61568309	ENSMUSG00000043157.9	Arl11	61547283
CRX.1914	61568145	61568309	ENSMUSG00000021928.10	Ebpl	61597888
CRX.1917	61735552	61735716	ENSMUSG00000021929.10	Kpna3	61677323
CRX.1917	61735552	61735716	ENSMUSG00000021930.15	Spryd7	61794335
CRX.1917	61735552	61735716	ENSMUSG00000035235.14	Trim13	61835696
CRX.1920	62999148	62999312	ENSMUSG00000091155.2	Serpine3	62901116
CRX.1920	62999148	62999312	ENSMUSG00000035161.8	Ints6	62998561
CRX.1920	62999148	62999312	ENSMUSG00000014547.11	Wdfy2	63075127
CRX.1922	63088570	63088734	ENSMUSG00000035161.8	Ints6	62998561
CRX.1922	63088570	63088734	ENSMUSG00000014547.11	Wdfy2	63075127
CRX.1923	63096908	63097072	ENSMUSG00000035161.8	Ints6	62998561
CRX.1923	63096908	63097072	ENSMUSG00000014547.11	Wdfy2	63075127
CRX.1925	63937805	63937969	ENSMUSG00000035067.10	Xkr6	63843952
CRX.1928	64231184	64231348	ENSMUSG00000063060.7	Sox7	64181122
CRX.1928	64231184	64231348	ENSMUSG00000021961.7	4930578I06Rik	64225229
CRX.1928	64231184	64231348	ENSMUSG00000046049.8	Rp1l1	64229955
CRX.1928	64231184	64231348	ENSMUSG00000034623.15	Prss55	64322857
CRX.1928	64231184	64231348	ENSMUSG00000052099.15	Prss51	64331134
CRX.1929	64257445	64257609	ENSMUSG00000063060.7	Sox7	64181122
CRX.1929	64257445	64257609	ENSMUSG00000021961.7	4930578I06Rik	64225229
CRX.1929	64257445	64257609	ENSMUSG00000046049.8	Rp1l1	64229955
CRX.1929	64257445	64257609	ENSMUSG00000034623.15	Prss55	64322857
CRX.1929	64257445	64257609	ENSMUSG00000052099.15	Prss51	64331134
CRX.1929	64257445	64257609	ENSMUSG00000021966.8	Prss52	64341735
CRX.1936	64811276	64811440	ENSMUSG00000060012.10	Kif13b	64890051
CRX.1938	64820424	64820588	ENSMUSG00000060012.10	Kif13b	64890051
CRX.1940	64822914	64823078	ENSMUSG00000060012.10	Kif13b	64890051
CRX.1941	65545112	65545276	ENSMUSG00000007989.8	Fzd3	65499912
CRX.1941	65545112	65545276	ENSMUSG00000034532.10	Fbxo16	65504067
CRX.1941	65545112	65545276	ENSMUSG00000034522.11	Zfp395	65596125
CRX.1942	65554061	65554225	ENSMUSG00000007989.8	Fzd3	65499912
CRX.1942	65554061	65554225	ENSMUSG00000034532.10	Fbxo16	65504067
CRX.1942	65554061	65554225	ENSMUSG00000034522.11	Zfp395	65596125
CRX.1944	66071538	66071702	ENSMUSG00000022033.10	Pbk	66043286
CRX.1944	66071538	66071702	ENSMUSG00000022034.11	Esco2	66071443
CRX.1944	66071538	66071702	ENSMUSG00000022035.7	Ccdc25	66074751
CRX.1946	66238142	66238306	ENSMUSG00000034463.5	Scara3	66191384
CRX.1946	66238142	66238306	ENSMUSG00000022037.16	Clu	66205932
CRX.1946	66238142	66238306	ENSMUSG00000034450.9	Gulo	66246656
CRX.1946	66238142	66238306	ENSMUSG00000022039.7	Adam2	66315182
CRX.1947	66238409	66238573	ENSMUSG00000034463.5	Scara3	66191384
CRX.1947	66238409	66238573	ENSMUSG00000022037.16	Clu	66205932
CRX.1947	66238409	66238573	ENSMUSG00000034450.9	Gulo	66246656
CRX.1947	66238409	66238573	ENSMUSG00000022039.7	Adam2	66315182
CRX.1949	66680130	66680294	ENSMUSG00000022044.15	Stmn4	66581824
CRX.1950	67233691	67233855	ENSMUSG00000046204.15	Pnma2	67148619
CRX.1950	67233691	67233855	ENSMUSG00000022051.16	Bnip3l	67246326
CRX.1950	67233691	67233855	ENSMUSG00000022052.10	Ppp2r2a	67309893
CRX.1953	70391213	70391377	ENSMUSG00000033730.5	Egr3	70314763
CRX.1953	70391213	70391377	ENSMUSG00000022089.10	Bin3	70337554
CRX.1953	70391213	70391377	ENSMUSG00000033712.7	Ccar2	70391260
CRX.1953	70391213	70391377	ENSMUSG00000044551.14	9930012K11Rik	70396951
CRX.1953	70391213	70391377	ENSMUSG00000022090.11	Pdlim2	70414268
CRX.1953	70391213	70391377	ENSMUSG00000022091.7	Sorbs3	70445086
CRX.1954	70525134	70525298	ENSMUSG00000022091.7	Sorbs3	70445086
CRX.1954	70525134	70525298	ENSMUSG00000022092.12	Ppp3cc	70526726
CRX.1954	70525134	70525298	ENSMUSG00000022094.16	Slc39a14	70588874
CRX.1956	70787195	70787359	ENSMUSG00000003469.10	Phyhip	70694916
CRX.1956	70787195	70787359	ENSMUSG00000022098.11	Bmp1	70757628
CRX.1956	70787195	70787359	ENSMUSG00000022097.5	Sftpc	70761521
CRX.1956	70787195	70787359	ENSMUSG00000033595.8	Lgi3	70768268
CRX.1956	70787195	70787359	ENSMUSG00000033589.5	Reep4	70782691
CRX.1956	70787195	70787359	ENSMUSG00000022096.15	Hr	70793340
CRX.1956	70787195	70787359	ENSMUSG00000045211.6	Nudt18	70815077
CRX.1956	70787195	70787359	ENSMUSG00000022095.10	Fhip2b	70837275
CRX.1956	70787195	70787359	ENSMUSG00000022099.18	Dmtn	70864748
CRX.1956	70787195	70787359	ENSMUSG00000022101.7	Fgf17	70879708
CRX.1957	70789588	70789752	ENSMUSG00000003469.10	Phyhip	70694916
CRX.1957	70789588	70789752	ENSMUSG00000022098.11	Bmp1	70757628
CRX.1957	70789588	70789752	ENSMUSG00000022097.5	Sftpc	70761521
CRX.1957	70789588	70789752	ENSMUSG00000033595.8	Lgi3	70768268
CRX.1957	70789588	70789752	ENSMUSG00000033589.5	Reep4	70782691
CRX.1957	70789588	70789752	ENSMUSG00000022096.15	Hr	70793340
CRX.1957	70789588	70789752	ENSMUSG00000045211.6	Nudt18	70815077
CRX.1957	70789588	70789752	ENSMUSG00000022095.10	Fhip2b	70837275
CRX.1957	70789588	70789752	ENSMUSG00000022099.18	Dmtn	70864748
CRX.1957	70789588	70789752	ENSMUSG00000022101.7	Fgf17	70879708
CRX.1963	76246778	76246942	ENSMUSG00000046523.6	Kctd4	76192449
CRX.1963	76246778	76246942	ENSMUSG00000067995.5	Gtf2f2	76248305
CRX.1966	76428060	76428224	ENSMUSG00000022008.5	Gpalpp1	76348200
CRX.1966	76428060	76428224	ENSMUSG00000022009.2	Nufip1	76348331
CRX.1974	103307116	103307280	ENSMUSG00000098557.2	Kctd12	103220073
CRX.1974	103307116	103307280	ENSMUSG00000022126.7	Acod1	103284413
CRX.1974	103307116	103307280	ENSMUSG00000022125.8	Cln5	103307652
CRX.1974	103307116	103307280	ENSMUSG00000022124.16	Fbxl3	103336990
CRX.1975	104022796	104022960	ENSMUSG00000022122.16	Ednrb	104081838
CRX.1987	118388677	118388841	ENSMUSG00000022129.5	Dct	118289597
CRX.1987	118388677	118388841	ENSMUSG00000022130.11	Tgds	118370159
CRX.1987	118388677	118388841	ENSMUSG00000022131.4	Gpr180	118374570
CRX.1987	118388677	118388841	ENSMUSG00000061517.9	Sox21	118474442
CRX.1989	120461999	120462163	ENSMUSG00000022139.18	Mbnl2	120513133
CRX.1991	120495497	120495661	ENSMUSG00000022139.18	Mbnl2	120513133
CRX.1992	120512300	120512464	ENSMUSG00000022139.18	Mbnl2	120513133
CRX.1994	120537204	120537368	ENSMUSG00000022139.18	Mbnl2	120513133
CRX.1999	121933019	121933183	ENSMUSG00000025558.20	Dock9	121935829
CRX.2000	121951069	121951233	ENSMUSG00000025558.20	Dock9	121935829
CRX.2001	122036033	122036197	ENSMUSG00000041765.7	Ubac2	122116032
CRX.2003	122771585	122771749	ENSMUSG00000041703.8	Zic5	122703089
CRX.2003	122771585	122771749	ENSMUSG00000061524.9	Zic2	122712847
CRX.2003	122771585	122771749	ENSMUSG00000041650.16	Pcca	122771751
CRX.2004	4023236	4023400	ENSMUSG00000022184.9	Fbxo4	4009055
CRX.2004	4023236	4023400	ENSMUSG00000041935.11	Rimoc1	4025226
CRX.2004	4023236	4023400	ENSMUSG00000022186.15	Oxct1	4055865
CRX.2005	4043422	4043586	ENSMUSG00000022184.9	Fbxo4	4009055
CRX.2005	4043422	4043586	ENSMUSG00000041935.11	Rimoc1	4025226
CRX.2005	4043422	4043586	ENSMUSG00000022186.15	Oxct1	4055865
CRX.2013	7428218	7428382	ENSMUSG00000042961.14	Egflam	7427832
CRX.2018	9071235	9071399	ENSMUSG00000048424.19	Ranbp3l	8997486
CRX.2018	9071235	9071399	ENSMUSG00000022253.18	Nadk2	9071340
CRX.2018	9071235	9071399	ENSMUSG00000054115.13	Skp2	9140452
CRX.2018	9071235	9071399	ENSMUSG00000039704.9	Lmbrd2	9140637
CRX.2022	9111037	9111201	ENSMUSG00000022253.18	Nadk2	9071340
CRX.2022	9111037	9111201	ENSMUSG00000054115.13	Skp2	9140452
CRX.2022	9111037	9111201	ENSMUSG00000039704.9	Lmbrd2	9140637
CRX.2024	10940433	10940597	ENSMUSG00000058914.13	C1qtnf3	10952443
CRX.2024	10940433	10940597	ENSMUSG00000022244.8	Amacr	10981842
CRX.2024	10940433	10940597	ENSMUSG00000022243.11	Slc45a2	11000807
CRX.2024	10940433	10940597	ENSMUSG00000060735.5	Rxfp3	11038077
CRX.2041	27724008	27724172	ENSMUSG00000046034.9	Otulin	27630779
CRX.2041	27724008	27724172	ENSMUSG00000056069.11	Otulinl	27681598
CRX.2044	31324331	31324495	ENSMUSG00000039168.16	Dap	31224460
CRX.2044	31324331	31324495	ENSMUSG00000022237.18	Ankrd33b	31367872
CRX.2050	31402604	31402768	ENSMUSG00000022237.18	Ankrd33b	31367872
CRX.2050	31402604	31402768	ENSMUSG00000022236.11	Ropn1l	31453883
CRX.2054	34083870	34084034	ENSMUSG00000022255.17	Mtdh	34082865
CRX.2055	34238583	34238747	ENSMUSG00000022257.5	Laptm4b	34238174
CRX.2055	34238583	34238747	ENSMUSG00000022324.16	Matn2	34306826
CRX.2061	36104272	36104436	ENSMUSG00000037627.17	Rgs22	36140546
CRX.2061	36104272	36104436	ENSMUSG00000048230.7	Fbxo43	36165030
CRX.2061	36104272	36104436	ENSMUSG00000045996.13	Polr2k	36174179
CRX.2061	36104272	36104436	ENSMUSG00000037617.13	Spag1	36179514
CRX.2064	36276221	36276385	ENSMUSG00000037617.13	Spag1	36179514
CRX.2064	36276221	36276385	ENSMUSG00000022280.10	Rnf19a	36283293
CRX.2068	36729055	36729219	ENSMUSG00000022285.18	Ywhaz	36794782
CRX.2070	38518330	38518494	ENSMUSG00000037458.16	Azin1	38519510
CRX.2071	38519764	38519928	ENSMUSG00000037458.16	Azin1	38519510
CRX.2072	38543123	38543287	ENSMUSG00000037458.16	Azin1	38519510
CRX.2076	39631004	39631168	ENSMUSG00000022303.10	Dcstamp	39609328
CRX.2076	39631004	39631168	ENSMUSG00000022304.14	Dpys	39720863
CRX.2077	41694170	41694334	ENSMUSG00000042895.7	Abra	41733116
CRX.2081	43389610	43389774	ENSMUSG00000022337.8	Emc2	43340625
CRX.2088	58696226	58696390	ENSMUSG00000062373.9	Tmem65	58695379
CRX.2088	58696226	58696390	ENSMUSG00000037085.9	Trmt12	58744523
CRX.2088	58696226	58696390	ENSMUSG00000037075.8	Rnf139	58761078
CRX.2088	58696226	58696390	ENSMUSG00000115463.2	Gm49356	58761147
CRX.2092	59263823	59263987	ENSMUSG00000022351.15	Sqle	59186930
CRX.2092	59263823	59263987	ENSMUSG00000022350.8	Washc5	59246016
CRX.2092	59263823	59263987	ENSMUSG00000059586.11	Nsmce2	59246134
CRX.2100	66786884	66787048	ENSMUSG00000022372.15	Sla	66703678
CRX.2100	66786884	66787048	ENSMUSG00000005124.11	Ccn4	66763169
CRX.2100	66786884	66787048	ENSMUSG00000005125.14	Ndrg1	66841489
CRX.2104	66834215	66834379	ENSMUSG00000005124.11	Ccn4	66763169
CRX.2104	66834215	66834379	ENSMUSG00000005125.14	Ndrg1	66841489
CRX.2106	66990790	66990954	ENSMUSG00000013846.11	St3gal1	67048679
CRX.2108	68159081	68159245	ENSMUSG00000022335.18	Zfat	68130687
CRX.2122	72961865	72962029	ENSMUSG00000047921.19	Trappc9	72933053
CRX.2122	72961865	72962029	ENSMUSG00000068391.9	Chrac1	72962241
CRX.2122	72961865	72962029	ENSMUSG00000036698.12	Ago2	73056784
CRX.2123	73057257	73057421	ENSMUSG00000068391.9	Chrac1	72962241
CRX.2123	73057257	73057421	ENSMUSG00000036698.12	Ago2	73056784
CRX.2124	73058742	73058906	ENSMUSG00000068391.9	Chrac1	72962241
CRX.2124	73058742	73058906	ENSMUSG00000036698.12	Ago2	73056784
CRX.2131	74802823	74802987	ENSMUSG00000075604.6	Cyp11b1	74713492
CRX.2131	74802823	74802987	ENSMUSG00000022589.9	Cyp11b2	74728167
CRX.2131	74802823	74802987	ENSMUSG00000063522.6	Ly6m	74753553
CRX.2131	74802823	74802987	ENSMUSG00000022587.16	Ly6e	74827027
CRX.2131	74802823	74802987	ENSMUSG00000022586.12	Ly6i	74855279
CRX.2131	74802823	74802987	ENSMUSG00000075602.11	Ly6a	74869880
CRX.2137	75812689	75812853	ENSMUSG00000075600.4	Zc3h3	75713764
CRX.2137	75812689	75812853	ENSMUSG00000022575.6	Gsdmd	75734176
CRX.2137	75812689	75812853	ENSMUSG00000098678.2	Mroh6	75760619
CRX.2137	75812689	75812853	ENSMUSG00000022574.8	Naprt	75766330
CRX.2137	75812689	75812853	ENSMUSG00000055762.17	Eef1d	75781189
CRX.2137	75812689	75812853	ENSMUSG00000103906.2	Tigd5	75781584
CRX.2137	75812689	75812853	ENSMUSG00000022571.10	Pycrl	75793409
CRX.2137	75812689	75812853	ENSMUSG00000022570.8	Gfus	75801575
CRX.2137	75812689	75812853	ENSMUSG00000050846.10	Zfp623	75812801
CRX.2137	75812689	75812853	ENSMUSG00000034429.16	Zfp707	75841156
CRX.2137	75812689	75812853	ENSMUSG00000098176.3	Ccdc166	75854291
CRX.2137	75812689	75812853	ENSMUSG00000063704.14	Mapk15	75865618
CRX.2137	75812689	75812853	ENSMUSG00000102018.9	Iqank1	75881739
CRX.2137	75812689	75812853	ENSMUSG00000046761.14	Fam83h	75885230
CRX.2139	76099573	76099737	ENSMUSG00000118671.1	Eppk1	76004395
CRX.2139	76099573	76099737	ENSMUSG00000044361.17	BC024139	76010742
CRX.2139	76099573	76099737	ENSMUSG00000022565.16	Plec	76090521
CRX.2139	76099573	76099737	ENSMUSG00000063268.13	Parp10	76127620
CRX.2139	76099573	76099737	ENSMUSG00000022564.8	Grina	76130975
CRX.2139	76099573	76099737	ENSMUSG00000049653.6	Spatc1	76152289
CRX.2139	76099573	76099737	ENSMUSG00000071724.6	Smpd5	76178548
CRX.2139	76099573	76099737	ENSMUSG00000022562.16	Oplah	76191301
CRX.2140	76123431	76123595	ENSMUSG00000022565.16	Plec	76090521
CRX.2140	76123431	76123595	ENSMUSG00000063268.13	Parp10	76127620
CRX.2140	76123431	76123595	ENSMUSG00000022564.8	Grina	76130975
CRX.2140	76123431	76123595	ENSMUSG00000049653.6	Spatc1	76152289
CRX.2140	76123431	76123595	ENSMUSG00000071724.6	Smpd5	76178548
CRX.2140	76123431	76123595	ENSMUSG00000022562.16	Oplah	76191301
CRX.2140	76123431	76123595	ENSMUSG00000034259.9	Exosc4	76211597
CRX.2140	76123431	76123595	ENSMUSG00000022561.14	Gpaa1	76215431
CRX.2141	76131545	76131709	ENSMUSG00000022565.16	Plec	76090521
CRX.2141	76131545	76131709	ENSMUSG00000063268.13	Parp10	76127620
CRX.2141	76131545	76131709	ENSMUSG00000022564.8	Grina	76130975
CRX.2141	76131545	76131709	ENSMUSG00000049653.6	Spatc1	76152289
CRX.2141	76131545	76131709	ENSMUSG00000071724.6	Smpd5	76178548
CRX.2141	76131545	76131709	ENSMUSG00000022562.16	Oplah	76191301
CRX.2141	76131545	76131709	ENSMUSG00000034259.9	Exosc4	76211597
CRX.2141	76131545	76131709	ENSMUSG00000022561.14	Gpaa1	76215431
CRX.2141	76131545	76131709	ENSMUSG00000022551.9	Cyc1	76227723
CRX.2149	77185394	77185558	ENSMUSG00000033565.19	Rbfox2	77191128
CRX.2149	77185394	77185558	ENSMUSG00000010601.15	Apol7a	77283310
CRX.2152	78627155	78627319	ENSMUSG00000043460.8	Elfn2	78602313
CRX.2152	78627155	78627319	ENSMUSG00000018169.13	Mfng	78657675
CRX.2152	78627155	78627319	ENSMUSG00000033170.15	Card10	78687242
CRX.2152	78627155	78627319	ENSMUSG00000049521.3	Cdc42ep1	78726824
CRX.2156	79564077	79564241	ENSMUSG00000022429.12	Dmc1	79489309
CRX.2156	79564077	79564241	ENSMUSG00000042564.14	Fam227a	79543157
CRX.2156	79564077	79564241	ENSMUSG00000022428.9	Cby1	79543400
CRX.2156	79564077	79564241	ENSMUSG00000022427.5	Tomm22	79555062
CRX.2156	79564077	79564241	ENSMUSG00000022426.7	Josd1	79572120
CRX.2156	79564077	79564241	ENSMUSG00000042535.10	Gtpbp1	79575046
CRX.2156	79564077	79564241	ENSMUSG00000042524.15	Sun2	79626737
CRX.2156	79564077	79564241	ENSMUSG00000022420.17	Dnal4	79658584
CRX.2158	79658686	79658850	ENSMUSG00000022426.7	Josd1	79572120
CRX.2158	79658686	79658850	ENSMUSG00000042535.10	Gtpbp1	79575046
CRX.2158	79658686	79658850	ENSMUSG00000042524.15	Sun2	79626737
CRX.2158	79658686	79658850	ENSMUSG00000022420.17	Dnal4	79658584
CRX.2158	79658686	79658850	ENSMUSG00000022421.22	Nptxr	79688967
CRX.2158	79658686	79658850	ENSMUSG00000089837.10	Npcd	79718438
CRX.2158	79658686	79658850	ENSMUSG00000089715.13	Cbx6	79718889
CRX.2161	79983023	79983187	ENSMUSG00000000489.8	Pdgfb	79899009
CRX.2161	79983023	79983187	ENSMUSG00000060036.15	Rpl3	79967607
CRX.2161	79983023	79983187	ENSMUSG00000022415.13	Syngr1	79975545
CRX.2161	79983023	79983187	ENSMUSG00000022414.9	Tab1	80017328
CRX.2161	79983023	79983187	ENSMUSG00000042428.7	Mgat3	80057922
CRX.2162	79983212	79983376	ENSMUSG00000000489.8	Pdgfb	79899009
CRX.2162	79983212	79983376	ENSMUSG00000060036.15	Rpl3	79967607
CRX.2162	79983212	79983376	ENSMUSG00000022415.13	Syngr1	79975545
CRX.2162	79983212	79983376	ENSMUSG00000022414.9	Tab1	80017328
CRX.2162	79983212	79983376	ENSMUSG00000042428.7	Mgat3	80057922
CRX.2165	80140156	80140320	ENSMUSG00000042428.7	Mgat3	80057922
CRX.2165	80140156	80140320	ENSMUSG00000022412.15	Mief1	80118219
CRX.2165	80140156	80140320	ENSMUSG00000115798.2	Gm55359	80120036
CRX.2165	80140156	80140320	ENSMUSG00000042406.9	Atf4	80139385
CRX.2165	80140156	80140320	ENSMUSG00000051518.9	Rps19bp1	80148516
CRX.2165	80140156	80140320	ENSMUSG00000022416.16	Cacna1i	80171439
CRX.2173	81332711	81332875	ENSMUSG00000022404.9	Slc25a17	81245013
CRX.2173	81332711	81332875	ENSMUSG00000022403.16	St13	81284244
CRX.2173	81332711	81332875	ENSMUSG00000022401.13	Xpnpep3	81284339
CRX.2173	81332711	81332875	ENSMUSG00000047108.5	Dnajb7	81292500
CRX.2173	81332711	81332875	ENSMUSG00000022400.10	Rbx1	81350497
CRX.2175	81614317	81614481	ENSMUSG00000022394.15	L3mbtl2	81548135
CRX.2175	81614317	81614481	ENSMUSG00000063765.13	Chadl	81581488
CRX.2175	81614317	81614481	ENSMUSG00000022391.17	Rangap1	81614204
CRX.2175	81614317	81614481	ENSMUSG00000022390.12	Zc3h7b	81629258
CRX.2175	81614317	81614481	ENSMUSG00000022389.16	Tef	81695615
CRX.2180	81741191	81741355	ENSMUSG00000022389.16	Tef	81695615
CRX.2180	81741191	81741355	ENSMUSG00000048546.9	Tob2	81742686
CRX.2180	81741191	81741355	ENSMUSG00000061360.9	Phf5a	81756112
CRX.2180	81741191	81741355	ENSMUSG00000022477.14	Aco2	81756510
CRX.2180	81741191	81741355	ENSMUSG00000022476.9	Polr3h	81810441
CRX.2180	81741191	81741355	ENSMUSG00000042109.9	Csdc2	81820960
CRX.2181	81742603	81742767	ENSMUSG00000022389.16	Tef	81695615
CRX.2181	81742603	81742767	ENSMUSG00000048546.9	Tob2	81742686
CRX.2181	81742603	81742767	ENSMUSG00000061360.9	Phf5a	81756112
CRX.2181	81742603	81742767	ENSMUSG00000022477.14	Aco2	81756510
CRX.2181	81742603	81742767	ENSMUSG00000022476.9	Polr3h	81810441
CRX.2181	81742603	81742767	ENSMUSG00000042109.9	Csdc2	81820960
CRX.2184	81763937	81764101	ENSMUSG00000022389.16	Tef	81695615
CRX.2184	81763937	81764101	ENSMUSG00000048546.9	Tob2	81742686
CRX.2184	81763937	81764101	ENSMUSG00000061360.9	Phf5a	81756112
CRX.2184	81763937	81764101	ENSMUSG00000022477.14	Aco2	81756510
CRX.2184	81763937	81764101	ENSMUSG00000022476.9	Polr3h	81810441
CRX.2184	81763937	81764101	ENSMUSG00000042109.9	Csdc2	81820960
CRX.2184	81763937	81764101	ENSMUSG00000022474.16	Pmm1	81845131
CRX.2185	81844358	81844522	ENSMUSG00000061360.9	Phf5a	81756112
CRX.2185	81844358	81844522	ENSMUSG00000022477.14	Aco2	81756510
CRX.2185	81844358	81844522	ENSMUSG00000022476.9	Polr3h	81810441
CRX.2185	81844358	81844522	ENSMUSG00000042109.9	Csdc2	81820960
CRX.2185	81844358	81844522	ENSMUSG00000022474.16	Pmm1	81845131
CRX.2185	81844358	81844522	ENSMUSG00000061633.4	Ndufb11b	81864741
CRX.2185	81844358	81844522	ENSMUSG00000022471.15	Xrcc6	81899720
